Date,Product_ID,Units_Sold,Inventory_Level,Unit_Price,Fuel_Price_Index,Weather_Condition,Shipping_Delay_Days,Lead_Time_Days
19-02-2025,PROD_004,292,861,29.48,1,Storm,5,9
20-02-2025,PROD_004,173,664,29.47,1.3,Rainy,6,2
21-02-2025,PROD_004,268,539,21.5,1,Snow,3,9
22-02-2025,PROD_004,298,426,20.78,1.36,Sunny,4,6
23-02-2025,PROD_005,295,588,29.98,1.12,Rainy,0,9
24-02-2025,PROD_003,21,686,30.51,1.19,Rainy,6,3
25-02-2025,PROD_001,107,560,32.12,1.19,Rainy,1,5
26-02-2025,PROD_004,149,853,53.44,1.42,Rainy,0,4
27-02-2025,PROD_002,97,309,40.56,1.05,Sunny,1,7
28-02-2025,PROD_004,279,273,11.02,1.33,Rainy,3,5
01-03-2025,PROD_002,260,538,35.95,1.49,Sunny,2,3
02-03-2025,PROD_002,160,839,48.12,1.01,Sunny,6,9
03-03-2025,PROD_004,247,389,12.82,1.48,Rainy,2,5
04-03-2025,PROD_005,182,458,31.13,1.01,Cloudy,1,3
05-03-2025,PROD_002,255,732,32.56,1.42,Sunny,5,6
06-03-2025,PROD_002,147,633,57.7,1.48,Rainy,6,6
07-03-2025,PROD_004,219,360,33.78,1.5,Storm,0,5
08-03-2025,PROD_002,50,68,47.5,1.23,Storm,2,8
09-03-2025,PROD_002,157,582,25.15,1.43,Snow,0,8
10-03-2025,PROD_004,40,661,48.97,1.06,Sunny,4,5
11-03-2025,PROD_004,253,698,26.13,1.21,Sunny,0,9
12-03-2025,PROD_001,221,430,31.5,1.15,Storm,5,7
13-03-2025,PROD_005,298,884,33.97,1.2,Sunny,4,8
14-03-2025,PROD_005,150,757,56.32,1.35,Sunny,4,3
15-03-2025,PROD_002,167,707,12.67,1.04,Storm,2,6
16-03-2025,PROD_005,48,31,19.84,1.5,Rainy,4,7
17-03-2025,PROD_002,181,978,45.29,1.32,Storm,0,5
18-03-2025,PROD_001,80,620,38.88,1.44,Cloudy,6,7
19-03-2025,PROD_004,144,864,22.58,1.41,Storm,3,3
20-03-2025,PROD_004,90,512,24.46,1.38,Storm,5,3
21-03-2025,PROD_004,262,181,28.37,1.02,Rainy,0,5
22-03-2025,PROD_005,268,685,32.52,1.26,Storm,1,9
23-03-2025,PROD_001,240,680,50.9,1.16,Storm,6,4
24-03-2025,PROD_005,40,247,10.69,1.06,Rainy,1,7
25-03-2025,PROD_005,101,619,54.9,1.17,Storm,0,2
26-03-2025,PROD_001,29,881,30.65,1.32,Rainy,1,3
27-03-2025,PROD_001,31,296,21.52,1.12,Cloudy,3,6
28-03-2025,PROD_001,282,775,35.42,1.22,Rainy,1,8
29-03-2025,PROD_001,164,927,42.98,1.2,Sunny,2,7
30-03-2025,PROD_004,211,29,12.24,1.03,Sunny,6,2
31-03-2025,PROD_003,269,301,45.79,1.31,Rainy,6,3
01-04-2025,PROD_003,133,475,48.04,1.31,Storm,6,7
02-04-2025,PROD_001,45,872,18.31,1.48,Snow,3,4
03-04-2025,PROD_003,290,947,18.39,1.15,Snow,6,2
04-04-2025,PROD_003,52,351,20.19,1.21,Cloudy,2,6
05-04-2025,PROD_001,81,984,49.83,1.2,Cloudy,2,9
06-04-2025,PROD_003,248,481,23.6,1.46,Snow,6,2
07-04-2025,PROD_005,114,316,49.8,1.2,Snow,3,7
08-04-2025,PROD_002,54,736,37.03,1.22,Rainy,5,8
09-04-2025,PROD_002,212,396,48.36,1.13,Snow,2,5
10-04-2025,PROD_001,95,88,37.68,1,Sunny,1,9
11-04-2025,PROD_004,268,233,26.79,1.06,Cloudy,0,3
12-04-2025,PROD_001,102,167,55.54,1.35,Cloudy,3,8
13-04-2025,PROD_004,44,742,45.76,1.34,Sunny,6,5
14-04-2025,PROD_002,76,125,34.2,1.16,Cloudy,0,4
15-04-2025,PROD_001,51,572,41.87,1.24,Snow,3,2
16-04-2025,PROD_005,31,119,40.79,1.15,Cloudy,3,5
17-04-2025,PROD_003,111,427,27.91,1.37,Sunny,2,9
18-04-2025,PROD_004,20,189,31.19,1.42,Cloudy,0,4
19-04-2025,PROD_003,155,632,25.91,1.45,Snow,5,5
20-04-2025,PROD_003,215,427,59.98,1.09,Rainy,6,6
21-04-2025,PROD_001,152,559,39,1.35,Snow,1,5
22-04-2025,PROD_003,105,201,14.6,1.48,Cloudy,0,3
23-04-2025,PROD_005,298,58,35.96,1.33,Storm,3,9
24-04-2025,PROD_003,199,696,12.5,1.18,Cloudy,1,7
25-04-2025,PROD_001,23,222,24.43,1.32,Cloudy,2,5
26-04-2025,PROD_005,145,491,32.3,1.34,Sunny,1,5
27-04-2025,PROD_002,194,10,36.71,1.2,Storm,1,5
28-04-2025,PROD_003,270,792,58.81,1.05,Sunny,0,8
29-04-2025,PROD_001,40,700,59.11,1.3,Sunny,3,5
30-04-2025,PROD_002,124,511,14.9,1.4,Snow,3,5
01-05-2025,PROD_002,85,813,36.91,1.5,Rainy,3,2
02-05-2025,PROD_004,282,309,50.86,1.11,Cloudy,4,2
03-05-2025,PROD_005,68,748,21.89,1.35,Storm,2,7
04-05-2025,PROD_003,35,33,47.53,1.01,Cloudy,0,8
05-05-2025,PROD_001,164,339,53.93,1.48,Sunny,3,6
06-05-2025,PROD_004,269,646,43.12,1.01,Rainy,1,2
07-05-2025,PROD_005,94,480,26.39,1.18,Sunny,4,4
08-05-2025,PROD_004,85,573,56.16,1.04,Cloudy,2,3
09-05-2025,PROD_005,144,824,54.18,1.31,Snow,3,5
10-05-2025,PROD_005,106,738,45.79,1.17,Cloudy,4,5
11-05-2025,PROD_003,60,92,28.18,1.37,Sunny,6,5
12-05-2025,PROD_005,205,627,49.59,1.24,Storm,2,6
13-05-2025,PROD_004,285,843,25.81,1.21,Storm,5,6
14-05-2025,PROD_005,290,132,22.65,1.17,Storm,5,4
15-05-2025,PROD_003,61,843,35.75,1.04,Storm,1,8
16-05-2025,PROD_003,112,988,59.86,1.1,Storm,6,9
17-05-2025,PROD_004,204,418,50.22,1.32,Rainy,4,5
18-05-2025,PROD_002,234,467,46.49,1.25,Rainy,0,9
19-05-2025,PROD_002,36,804,32.6,1.04,Snow,6,6
20-05-2025,PROD_005,284,443,25.6,1.27,Storm,2,5
21-05-2025,PROD_001,133,704,52.8,1.03,Sunny,4,2
22-05-2025,PROD_005,67,911,38.39,1.26,Sunny,4,5
23-05-2025,PROD_004,116,29,50.66,1.48,Cloudy,2,4
24-05-2025,PROD_004,114,968,34.39,1.15,Storm,4,4
25-05-2025,PROD_004,93,297,47.7,1.36,Sunny,4,6
26-05-2025,PROD_004,87,60,53.39,1.37,Snow,2,5
27-05-2025,PROD_004,265,457,29.57,1.2,Sunny,6,9
28-05-2025,PROD_003,96,972,10.68,1.3,Snow,1,4
29-05-2025,PROD_002,227,303,22.75,1.24,Storm,5,2
30-05-2025,PROD_004,273,957,55.75,1.14,Cloudy,0,8
31-05-2025,PROD_001,240,339,44.38,1.38,Cloudy,2,6
01-06-2025,PROD_001,281,860,46.86,1.35,Rainy,3,2
02-06-2025,PROD_001,278,447,26.26,1.45,Storm,4,4
03-06-2025,PROD_001,93,952,45.06,1.31,Sunny,6,7
04-06-2025,PROD_003,144,835,42.31,1.19,Cloudy,0,9
05-06-2025,PROD_001,207,301,18.92,1.36,Snow,0,6
06-06-2025,PROD_004,273,880,58.43,1.31,Snow,2,9
07-06-2025,PROD_005,254,539,27.7,1.31,Sunny,3,9
08-06-2025,PROD_001,269,484,26.46,1.42,Sunny,3,5
09-06-2025,PROD_003,91,76,28.46,1.46,Storm,1,9
10-06-2025,PROD_003,254,632,14.59,1.09,Sunny,3,7
11-06-2025,PROD_001,175,514,41.25,1.16,Sunny,5,3
12-06-2025,PROD_005,134,548,21.93,1.33,Sunny,2,5
13-06-2025,PROD_001,247,943,50.17,1.28,Cloudy,0,8
14-06-2025,PROD_003,264,658,29.71,1.33,Storm,0,5
15-06-2025,PROD_002,33,91,32.93,1.22,Sunny,3,2
16-06-2025,PROD_004,35,850,42.32,1.21,Sunny,4,5
17-06-2025,PROD_003,61,784,48.09,1.06,Snow,6,3
18-06-2025,PROD_001,129,465,21.56,1.31,Cloudy,5,6
19-06-2025,PROD_004,297,465,58.31,1.09,Sunny,6,6
20-06-2025,PROD_001,38,888,41.12,1.34,Cloudy,1,7
21-06-2025,PROD_001,85,598,10.28,1.48,Storm,3,3
22-06-2025,PROD_002,186,39,30.78,1.13,Storm,5,2
23-06-2025,PROD_004,92,689,31.84,1.07,Rainy,2,7
24-06-2025,PROD_004,131,328,50.46,1.01,Snow,1,3
25-06-2025,PROD_002,293,284,25.26,1.19,Rainy,5,9
26-06-2025,PROD_003,104,946,26.56,1.11,Cloudy,3,6
27-06-2025,PROD_001,158,553,13.52,1.25,Snow,1,7
28-06-2025,PROD_005,58,796,24.18,1.26,Sunny,4,3
29-06-2025,PROD_001,124,65,45.85,1.17,Snow,2,2
30-06-2025,PROD_001,142,635,41.74,1.37,Snow,3,9
01-07-2025,PROD_003,237,656,14.07,1.45,Storm,0,7
02-07-2025,PROD_001,80,631,15.73,1.11,Rainy,2,9
03-07-2025,PROD_002,119,108,28.85,1.42,Storm,4,5
04-07-2025,PROD_002,223,414,47.19,1.07,Storm,5,5
05-07-2025,PROD_004,277,91,51.65,1.11,Rainy,4,8
06-07-2025,PROD_005,24,367,10.73,1.28,Storm,0,6
07-07-2025,PROD_001,216,819,26.45,1.15,Snow,6,8
08-07-2025,PROD_001,199,422,31.21,1.02,Cloudy,2,2
09-07-2025,PROD_003,152,571,55.56,1.15,Sunny,3,5
10-07-2025,PROD_002,272,861,35.07,1.45,Sunny,0,9
11-07-2025,PROD_005,284,738,23.49,1.09,Storm,6,9
12-07-2025,PROD_004,112,239,29.5,1.38,Rainy,3,5
13-07-2025,PROD_002,169,434,31.82,1.36,Snow,1,5
14-07-2025,PROD_004,157,211,43.5,1.05,Storm,3,4
15-07-2025,PROD_003,227,399,12.05,1.16,Snow,1,5
16-07-2025,PROD_003,144,609,29.47,1.09,Snow,3,9
17-07-2025,PROD_001,253,525,42.33,1.01,Sunny,1,9
18-07-2025,PROD_005,80,729,24.17,1.09,Cloudy,2,4
19-07-2025,PROD_004,285,467,39.59,1.1,Cloudy,6,3
20-07-2025,PROD_002,153,169,27.86,1.08,Rainy,4,6
21-07-2025,PROD_003,132,818,47.94,1.05,Cloudy,2,6
22-07-2025,PROD_001,210,791,13.03,1.26,Storm,0,7
23-07-2025,PROD_001,206,874,55.9,1.16,Sunny,2,7
24-07-2025,PROD_004,108,209,18.58,1.45,Sunny,2,4
25-07-2025,PROD_003,206,255,17.93,1.09,Snow,4,2
26-07-2025,PROD_005,151,682,52.03,1.3,Storm,5,7
27-07-2025,PROD_003,142,72,53.46,1.45,Storm,2,7
28-07-2025,PROD_004,67,146,14.65,1.02,Snow,0,4
29-07-2025,PROD_004,198,339,55.44,1.26,Snow,2,8
30-07-2025,PROD_003,199,316,23.66,1.23,Sunny,2,5
31-07-2025,PROD_004,118,617,40.93,1.46,Storm,2,7
01-08-2025,PROD_003,53,605,13.43,1.33,Cloudy,6,8
02-08-2025,PROD_002,89,574,29.03,1.17,Cloudy,2,2
03-08-2025,PROD_003,190,153,32.54,1.36,Sunny,4,8
04-08-2025,PROD_003,291,254,39.99,1.29,Cloudy,6,6
05-08-2025,PROD_004,78,350,36.26,1.17,Cloudy,4,9
06-08-2025,PROD_004,200,546,33.07,1.39,Storm,0,3
07-08-2025,PROD_001,38,834,57.98,1.33,Storm,5,3
08-08-2025,PROD_001,245,311,19.25,1,Rainy,0,4
09-08-2025,PROD_002,114,807,17.9,1.43,Storm,0,9
10-08-2025,PROD_001,100,764,45.67,1.2,Rainy,5,7
11-08-2025,PROD_003,194,668,13.73,1.32,Storm,2,4
12-08-2025,PROD_004,241,133,34.14,1.2,Snow,5,4
13-08-2025,PROD_001,122,947,34.2,1.44,Storm,3,4
14-08-2025,PROD_001,73,128,25.5,1.33,Rainy,6,8
15-08-2025,PROD_002,202,435,56.52,1.29,Cloudy,2,6
16-08-2025,PROD_002,87,279,24.13,1.49,Storm,3,5
17-08-2025,PROD_003,47,357,24.42,1.14,Cloudy,0,6
18-08-2025,PROD_004,293,929,21.71,1.03,Cloudy,2,3
19-08-2025,PROD_002,138,882,17.29,1.26,Storm,5,9
20-08-2025,PROD_001,153,251,28.2,1.21,Storm,5,8
21-08-2025,PROD_004,148,134,44.04,1.23,Snow,6,3
22-08-2025,PROD_004,27,842,47.11,1.31,Rainy,5,8
23-08-2025,PROD_001,70,522,50.67,1.31,Storm,5,3
24-08-2025,PROD_002,194,803,19.88,1.2,Cloudy,0,5
25-08-2025,PROD_001,202,659,11.78,1.43,Cloudy,4,5
26-08-2025,PROD_004,211,318,58.73,1.33,Storm,0,2
27-08-2025,PROD_005,268,79,10.72,1.44,Rainy,2,5
28-08-2025,PROD_005,254,190,58.03,1.46,Cloudy,4,3
29-08-2025,PROD_003,102,452,51.44,1.08,Snow,5,5
30-08-2025,PROD_001,112,343,55.6,1.34,Cloudy,4,5
31-08-2025,PROD_001,287,29,29.36,1.16,Rainy,3,5
01-09-2025,PROD_003,139,413,19.86,1.42,Sunny,1,4
02-09-2025,PROD_003,90,870,40.32,1.37,Snow,4,8
03-09-2025,PROD_003,36,367,47.06,1.1,Snow,1,9
04-09-2025,PROD_004,272,740,16.54,1.47,Sunny,0,7
05-09-2025,PROD_001,141,992,49.88,1.34,Snow,0,9
06-09-2025,PROD_004,29,595,20.43,1.47,Snow,4,7
07-09-2025,PROD_003,292,501,34.58,1.1,Snow,3,5
08-09-2025,PROD_001,229,661,52.82,1.43,Cloudy,0,4
09-09-2025,PROD_004,237,872,19.67,1.33,Cloudy,1,3
10-09-2025,PROD_004,260,700,22.09,1.28,Storm,4,2
11-09-2025,PROD_003,219,20,13.14,1.41,Storm,6,8
12-09-2025,PROD_001,235,548,17.33,1.32,Cloudy,4,8
13-09-2025,PROD_003,224,245,17.33,1.33,Snow,3,9
14-09-2025,PROD_001,235,282,20.17,1.13,Rainy,4,6
15-09-2025,PROD_005,99,613,24.31,1.41,Sunny,2,7
16-09-2025,PROD_002,286,930,50.75,1.33,Storm,1,2
17-09-2025,PROD_002,54,805,55.79,1.42,Snow,6,9
18-09-2025,PROD_002,37,231,30.31,1.18,Storm,5,8
19-09-2025,PROD_003,184,315,16.41,1.17,Rainy,6,6
20-09-2025,PROD_005,32,837,21.19,1.01,Snow,2,7
21-09-2025,PROD_001,221,799,46.81,1.38,Cloudy,2,3
22-09-2025,PROD_004,248,335,43.87,1.17,Rainy,1,4
23-09-2025,PROD_001,20,987,58.36,1.16,Storm,4,5
24-09-2025,PROD_004,236,975,10.72,1.34,Snow,4,4
25-09-2025,PROD_001,53,410,47.54,1.13,Snow,2,6
26-09-2025,PROD_005,285,244,35.29,1.45,Sunny,5,9
27-09-2025,PROD_004,147,386,55.13,1.27,Sunny,1,7
28-09-2025,PROD_003,231,688,38.81,1.48,Sunny,0,5
29-09-2025,PROD_001,282,724,32.33,1.04,Cloudy,1,9
30-09-2025,PROD_001,99,357,43.29,1.17,Snow,5,6
01-10-2025,PROD_004,184,613,51.68,1.19,Snow,2,8
02-10-2025,PROD_003,271,797,24.12,1.37,Storm,1,6
03-10-2025,PROD_003,31,21,15.38,1.11,Cloudy,1,7
04-10-2025,PROD_005,231,18,31.65,1.19,Sunny,6,8
05-10-2025,PROD_003,131,286,20.73,1.46,Snow,0,5
06-10-2025,PROD_003,230,275,31.48,1.06,Sunny,3,2
07-10-2025,PROD_003,258,658,59.55,1.37,Rainy,3,9
08-10-2025,PROD_002,287,897,38.71,1.35,Cloudy,0,2
09-10-2025,PROD_005,77,551,44.68,1.07,Sunny,1,7
10-10-2025,PROD_001,53,678,43.9,1.34,Cloudy,2,7
11-10-2025,PROD_004,282,602,51.04,1.28,Snow,0,6
12-10-2025,PROD_001,54,71,57.21,1.14,Rainy,3,3
13-10-2025,PROD_005,290,364,42.94,1.16,Storm,5,9
14-10-2025,PROD_004,246,949,33.8,1.42,Rainy,3,4
15-10-2025,PROD_005,44,794,25.89,1.12,Cloudy,0,2
16-10-2025,PROD_003,253,334,28.01,1.26,Rainy,1,5
17-10-2025,PROD_004,78,651,26.72,1.34,Snow,4,6
18-10-2025,PROD_003,270,750,26.22,1.06,Cloudy,2,4
19-10-2025,PROD_001,105,589,44.73,1.47,Cloudy,6,7
20-10-2025,PROD_001,270,198,39.39,1.13,Snow,4,8
21-10-2025,PROD_004,199,16,20.1,1.16,Sunny,2,4
22-10-2025,PROD_004,226,217,58.48,1.33,Storm,4,6
23-10-2025,PROD_005,168,740,31.39,1.04,Rainy,4,4
24-10-2025,PROD_005,90,851,38.3,1.31,Storm,2,3
25-10-2025,PROD_003,140,649,45.13,1.46,Storm,5,6
26-10-2025,PROD_004,272,146,40.68,1.12,Snow,2,7
27-10-2025,PROD_001,112,209,25.55,1.18,Sunny,3,4
28-10-2025,PROD_005,275,669,49.89,1.12,Storm,1,4
29-10-2025,PROD_005,273,413,15.51,1.41,Cloudy,1,7
30-10-2025,PROD_001,78,664,38.45,1.08,Sunny,3,2
31-10-2025,PROD_005,88,855,23.67,1.17,Snow,5,4
01-11-2025,PROD_003,105,329,40.79,1.3,Storm,4,9
02-11-2025,PROD_004,293,894,20.9,1.2,Snow,5,4
03-11-2025,PROD_001,246,961,48.61,1.03,Rainy,5,8
04-11-2025,PROD_004,100,869,21.38,1.47,Snow,2,9
05-11-2025,PROD_005,133,351,54.52,1.17,Cloudy,0,2
06-11-2025,PROD_005,203,162,53.08,1.22,Snow,4,6
07-11-2025,PROD_001,299,818,28.12,1.08,Sunny,1,8
08-11-2025,PROD_003,73,100,29.29,1.43,Rainy,2,9
09-11-2025,PROD_002,216,326,45.08,1.15,Cloudy,3,2
10-11-2025,PROD_001,199,326,14.52,1.01,Rainy,5,9
11-11-2025,PROD_002,241,154,14.05,1.16,Cloudy,4,5
12-11-2025,PROD_002,293,9,16.82,1.49,Rainy,6,5
13-11-2025,PROD_003,263,352,38.12,1.07,Storm,0,9
14-11-2025,PROD_002,173,938,17.45,1.02,Snow,4,3
15-11-2025,PROD_002,292,182,23.88,1.29,Sunny,3,4
16-11-2025,PROD_003,154,454,42.35,1.19,Sunny,0,7
17-11-2025,PROD_002,27,645,10.78,1.4,Storm,4,5
18-11-2025,PROD_002,147,5,19.01,1.37,Rainy,3,6
19-11-2025,PROD_002,75,332,56.5,1.09,Snow,4,6
20-11-2025,PROD_001,145,943,43.18,1.28,Storm,6,7
21-11-2025,PROD_001,178,332,25.28,1.02,Rainy,2,9
22-11-2025,PROD_001,78,257,12.27,1.22,Snow,4,5
23-11-2025,PROD_003,77,210,39.3,1.36,Rainy,5,2
24-11-2025,PROD_005,159,50,21.14,1.21,Sunny,3,8
25-11-2025,PROD_002,195,444,58.01,1.06,Snow,1,7
26-11-2025,PROD_002,127,658,44.35,1.03,Sunny,3,3
27-11-2025,PROD_003,230,376,58.71,1.43,Sunny,4,8
28-11-2025,PROD_002,93,639,52.44,1.45,Snow,2,9
29-11-2025,PROD_001,186,485,34.15,1.17,Storm,1,2
30-11-2025,PROD_005,252,769,43.48,1.08,Rainy,6,3
01-12-2025,PROD_004,201,50,50.61,1.49,Snow,6,7
02-12-2025,PROD_002,141,153,38.91,1.27,Sunny,5,5
03-12-2025,PROD_001,222,581,13.07,1.24,Rainy,3,8
04-12-2025,PROD_004,48,787,33.52,1.37,Snow,1,2
05-12-2025,PROD_005,221,790,16.53,1.08,Storm,2,5
06-12-2025,PROD_004,112,309,45.74,1.29,Snow,5,3
07-12-2025,PROD_001,195,398,44.03,1.45,Snow,0,6
08-12-2025,PROD_004,230,133,59.65,1.01,Cloudy,1,9
09-12-2025,PROD_003,203,219,41.44,1.34,Rainy,3,7
10-12-2025,PROD_004,114,162,50.01,1.28,Snow,2,2
11-12-2025,PROD_002,292,970,23.41,1.48,Sunny,6,5
12-12-2025,PROD_002,156,647,27,1.13,Sunny,3,3
13-12-2025,PROD_003,256,568,55.85,1.43,Cloudy,2,6
14-12-2025,PROD_001,284,501,47.76,1.15,Sunny,3,2
15-12-2025,PROD_002,154,945,42.76,1.21,Snow,6,3
16-12-2025,PROD_005,163,688,22.7,1.11,Rainy,2,2
17-12-2025,PROD_002,38,114,44.93,1.43,Cloudy,6,2
18-12-2025,PROD_002,250,498,54.34,1.1,Cloudy,4,8
19-12-2025,PROD_001,153,471,21.54,1.43,Storm,6,4
20-12-2025,PROD_004,133,148,45.31,1.23,Storm,3,8
21-12-2025,PROD_002,158,240,29.68,1.42,Rainy,2,9
22-12-2025,PROD_003,144,122,15.94,1.13,Rainy,0,5
23-12-2025,PROD_004,223,803,48.17,1.07,Cloudy,6,4
24-12-2025,PROD_005,80,838,18.36,1.28,Snow,2,2
25-12-2025,PROD_001,269,68,22.64,1.25,Snow,0,3
26-12-2025,PROD_005,32,825,49.15,1.18,Storm,5,5
27-12-2025,PROD_004,274,62,47.11,1.33,Rainy,1,3
28-12-2025,PROD_004,104,732,22.71,1.05,Rainy,2,8
29-12-2025,PROD_004,39,15,57.05,1.31,Snow,1,3
30-12-2025,PROD_005,69,389,20.76,1.11,Storm,1,7
31-12-2025,PROD_004,183,589,59.68,1.06,Snow,4,6
01-01-2026,PROD_005,111,633,46.89,1.45,Snow,5,2
02-01-2026,PROD_004,107,947,29.63,1.23,Cloudy,2,3
03-01-2026,PROD_003,88,257,16.52,1.38,Rainy,4,2
04-01-2026,PROD_004,56,216,26.03,1.04,Cloudy,5,4
05-01-2026,PROD_005,272,478,19.69,1.03,Cloudy,6,8
06-01-2026,PROD_002,271,113,41.09,1.25,Snow,4,7
07-01-2026,PROD_004,159,881,27.84,1.16,Storm,6,9
08-01-2026,PROD_002,187,972,24.75,1,Snow,1,7
09-01-2026,PROD_003,73,379,47.86,1.09,Storm,6,9
10-01-2026,PROD_001,197,657,21.53,1.11,Rainy,3,9
11-01-2026,PROD_003,125,976,39.34,1.14,Sunny,1,9
12-01-2026,PROD_004,156,236,19.73,1.44,Rainy,5,4
13-01-2026,PROD_002,209,475,45.74,1.21,Snow,5,3
14-01-2026,PROD_002,147,971,41.26,1.34,Storm,1,9
15-01-2026,PROD_005,66,930,49.91,1.01,Sunny,5,7
16-01-2026,PROD_002,24,597,13.42,1.41,Storm,0,2
17-01-2026,PROD_005,276,678,20.51,1.12,Storm,3,6
18-01-2026,PROD_001,169,128,17.72,1.15,Sunny,1,5
19-01-2026,PROD_004,262,509,19.53,1.02,Sunny,3,8
20-01-2026,PROD_005,294,164,15.15,1.2,Rainy,0,4
21-01-2026,PROD_001,227,276,38.1,1.43,Cloudy,6,9
22-01-2026,PROD_002,134,256,39.67,1.19,Sunny,3,8
23-01-2026,PROD_002,214,131,52.17,1.45,Cloudy,2,8
24-01-2026,PROD_001,189,991,30.89,1.43,Cloudy,0,9
25-01-2026,PROD_002,101,569,36.62,1.03,Cloudy,3,4
26-01-2026,PROD_001,173,256,59.57,1.15,Cloudy,4,6
27-01-2026,PROD_005,160,140,36.59,1.46,Sunny,3,3
28-01-2026,PROD_005,165,685,38.68,1.01,Storm,6,9
29-01-2026,PROD_001,141,686,59.8,1.38,Sunny,0,4
30-01-2026,PROD_005,271,208,59.71,1.45,Sunny,4,4
31-01-2026,PROD_005,108,715,31.2,1.39,Snow,5,5
01-02-2026,PROD_005,77,518,41.75,1.37,Snow,3,6
02-02-2026,PROD_003,82,50,34.04,1.42,Rainy,6,6
03-02-2026,PROD_004,299,502,46.04,1.33,Cloudy,3,2
04-02-2026,PROD_002,91,258,56.92,1.21,Cloudy,0,6
05-02-2026,PROD_003,28,177,25.48,1.03,Snow,4,7
06-02-2026,PROD_005,113,921,50.94,1.39,Storm,4,5
07-02-2026,PROD_001,171,542,42.74,1.45,Rainy,3,7
08-02-2026,PROD_005,59,355,24.01,1.26,Storm,5,6
09-02-2026,PROD_004,81,317,49.86,1.27,Snow,6,2
10-02-2026,PROD_005,273,665,31.36,1.2,Storm,2,5
11-02-2026,PROD_001,88,962,16.02,1.43,Cloudy,0,4
12-02-2026,PROD_004,264,363,59.67,1.01,Snow,0,9
13-02-2026,PROD_005,189,54,31.28,1.31,Storm,1,3
14-02-2026,PROD_004,197,155,37.08,1.45,Rainy,4,4
15-02-2026,PROD_002,208,43,50.4,1.05,Rainy,4,2
